ウィルムジェネラル,無,4,殲滅陣形・天の型,城壁破壊ダメージ(大),城壁ダメージ,,大,自軍師団攻撃値アップ(２０％),攻撃値,アップ,２０％,自軍師団速度値アップ(２５％),速度値,アップ,２５％,,,,,,,,,
シルバードラゴン,無,5,銀の竜風,敵軍師団一列にダメージ(大),ダメージ,一列,大,フォース減少(大),フォース,減少,大,,,,,,,,,,,,,
煉獄の古竜,無,4,ファイアブレス,敵軍師団一列にダメージ(中),ダメージ,一列,中,自軍師団攻撃値アップ(１５％),攻撃値,アップ,１５％,,,,,,,,,,,,,
ドルガンメイジ,無,3,ウイングマジック,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団知力値アップ(１５％),知力値,アップ,１５％,,,,,,,,,,,,,
ストームドラゴン,無,3,ドラゴンダイブ,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団速度値アップ(１５％),速度値,アップ,１５％,,,,,,,,,,,,,
大嵐の古竜,無,4,ストームスラッシュ,敵軍師団一列にダメージ(中),ダメージ,一列,中,自軍師団速度値アップ(２０％),速度値,アップ,２０％,,,,,,,,,,,,,
コロッサルドラゴン,無,5,エスピリト・カノン,敵軍師団にダメージ(中),ダメージ,師団,中,城壁破壊ダメージ(小),城壁ダメージ,,小,,,,,,,,,,,,,
ビッグバンドラゴン,無,5,ビッグバン・カノン,城壁破壊ダメージ(中),城壁ダメージ,,中,敵軍師団にダメージ(中),ダメージ,師団,中,,,,,,,,,,,,,
ウィルムドルイド,無,3,ファイアストーム,敵軍師団一列にダメージ(小),ダメージ,一列,小,,,,,,,,,,,,,,,,,
ウィルムサマナー,無,3,サモン・ドラゴン,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団知力値アップ(１０％),知力値,アップ,１０％,,,,,,,,,,,,,
ドラゴンソウル,無,4,竜炎業火,敵軍単体にダメージ(大),ダメージ,単体,大,フォース増加(大),フォース,増加,大,,,,,,,,,,,,,
シーサーペント,無,3,サーペントブレス,敵軍師団一列にダメージ(微),ダメージ,一列,微,自軍城壁拡張(小),城壁拡張,,小,,,,,,,,,,,,,
マグマサーペント,無,3,マグマブレス,敵軍師団一列にダメージ(微),ダメージ,一列,微,自軍城壁拡張(小),城壁拡張,,小,,,,,,,,,,,,,
ウィルムルーク,無,4,ドラゴンブロッカー,バリア効果(中),バリア,,中,フォース増加(中),フォース,増加,中,,,,,,,,,,,,,
アースドラゴン,無,3,ドラゴンズロック,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団防御値アップ(１０％),防御値,アップ,１０％,,,,,,,,,,,,,
ガストサーペント,無,4,ガストブレス,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍師団一列に毒化付与(１５％),毒化付与,一列,１５％,,,,,,,,,,,,,
アーマードラゴン,無,4,岩竜ガード,フォース増加(大),フォース,増加,大,自軍城壁拡張(大),城壁拡張,,大,,,,,,,,,,,,,
岩窟の古竜,無,4,アースランス,敵軍師団一列にダメージ(中),ダメージ,一列,中,自軍師団防御値アップ(１５％),防御値,アップ,１５％,,,,,,,,,,,,,
腐竜タランタシオ,無,4,腐毒ブレス,敵軍師団一列にダメージ(中),ダメージ,一列,中,,,,,,,,,,,,,,,,,
ワイバーン,無,4,翼竜爪,敵軍師団一列にダメージ(中),ダメージ,一列,中,自軍師団速度値アップ(１０％),速度値,アップ,１０％,,,,,,,,,,,,,
ダークドラゴン,無,4,シャドウイーター,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団全能力値アップ(１０％),全能力値,アップ,１０％,,,,,,,,,,,,,
レイクヒュドラ,無,5,竜血再生,自軍師団回復(大),回復,師団,大,自軍師団防御値アップ(１５％),防御値,アップ,１５％,,,,,,,,,,,,,
ゴールドドラゴン,無,5,金の竜爪,敵軍師団一列にダメージ(大),ダメージ,一列,大,フォース減少(大),フォース,減少,大,,,,,,,,,,,,,
深淵の古竜,無,5,アビスロア,敵軍師団にダメージ(中),ダメージ,師団,中,フォース吸収(中),フォース,吸収,中,,,,,,,,,,,,,
アビスヒュドラ,無,5,アビッサル・バイト,敵軍師団一列にダメージ(大),ダメージ,一列,大,フォース増加(大),フォース,増加,大,,,,,,,,,,,,,
覇竜ミズガルズ,無,5,覇竜氷結流,敵軍師団一列にダメージ(大),ダメージ,一列,大,バリア効果(大),バリア,,大,,,,,,,,,,,,,
ドラゴバルーン,無,2,竜風船体当たり,敵軍単体にダメージ(小),ダメージ,単体,小,自軍師団速度値アップ(５％),速度値,アップ,５％,,,,,,,,,,,,,
ドラゴンディーバ,,2,ドラゴンマーチ,フォース増加(小),フォース,増加,小,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,自軍師団防御値アップ(１０％),防御値,アップ,１０％,,,,,,,,,
龍厨師,無,4,太陽の満漢全席,自軍師団回復(小),回復,師団,小,自軍師団攻撃値アップ(１５％),攻撃値,アップ,１５％,自軍師団防御値アップ(１５％),防御値,アップ,１５％,,,,,,,,,
触手,無,2,テンタロックル,自軍師団回復(小),回復,師団,小,敵軍師団防御値ダウン(１０％),防御値,ダウン,１０％,,,,,,,,,,,,,
異獣キャンサード,無,2,挟む,敵軍単体にダメージ(小),ダメージ,単体,小,,,,,,,,,,,,,,,,,
触主,無,3,テンタロンリネス,自軍師団回復(小),回復,師団,小,敵軍師団防御値ダウン(１５％),防御値,ダウン,１５％,,,,,,,,,,,,,
変異獣マリガント,無,3,挟み砕く,敵軍単体にダメージ(中),ダメージ,単体,中,,,,,,,,,,,,,,,,,
パラミシア,,4,パラサイトス,フォース吸収(大),フォース,吸収,大,敵軍単体に麻痺付与,麻痺付与,単体,,,,,,,,,,,,,,
触王,無,5,テンタロマンチスト,自軍師団回復(大),回復,師団,大,敵軍師団防御値ダウン(２５％),防御値,ダウン,２５％,,,,,,,,,,,,,
触神,無,5,テンタミソロジー,自軍師団回復(大),回復,師団,大,敵軍師団防御値ダウン(２５％),防御値,ダウン,２５％,敵軍師団速度値ダウン(２０％),速度値,ダウン,２０％,,,,,,,,,
ガイアスセイバー,無,5,パラサイトブレイド,敵軍師団一列にダメージ(中),ダメージ,一列,中,敵軍師団防御値ダウン(３０％),防御値,ダウン,３０％,,,,,,,,,,,,,
異獣ドベル,無,3,噛みつく,敵軍師団一列にダメージ(小),ダメージ,一列,小,,,,,,,,,,,,,,,,,
バルバ・タウロス,,3,加速する,フォース増加(小),フォース,増加,小,自軍師団速度値アップ(２０％),速度値,アップ,２０％,自軍師団攻撃値アップ(１５％),攻撃値,アップ,１５％,,,,,,,,,
変異獣ドグマ,無,5,噛み千切る,敵軍師団一列にダメージ(中),ダメージ,一列,中,,,,,,,,,,,,,,,,,
ランドクロウラー,無,1,ころころタックル,敵軍単体にダメージ(微),ダメージ,単体,微,自軍城壁拡張(微),城壁拡張,,微,,,,,,,,,,,,,
異獣ベヌフライ,無,4,嫌な羽音,敵軍師団にダメージ(微),ダメージ,師団,微,敵軍師団攻撃値ダウン(１０％),攻撃値,ダウン,１０％,,,,,,,,,,,,,
変異獣ストローワ,無,5,不快な羽音,敵軍師団にダメージ(小),ダメージ,師団,小,敵軍師団攻撃値ダウン(１５％),攻撃値,ダウン,１５％,,,,,,,,,,,,,
触手姫,無,5,ビョルビョルしますわ,自軍師団蘇生(中),蘇生,師団,中,敵軍師団防御値ダウン(３０％),防御値,ダウン,３０％,,,,,,,,,,,,,
アトラクナクア,無,5,アトラク＝ナクア,自軍城壁拡張(大),城壁拡張,,大,敵軍師団一列に麻痺付与,麻痺付与,一列,,敵軍師団全能力値ダウン(１０％),全能力値,ダウン,１０％,,,,,,,,,
ガイアスデューク,無,4,パラサイトバレッド,敵軍単体にダメージ(大),ダメージ,単体,大,フォース吸収(中),フォース,吸収,中,,,,,,,,,,,,,
異獣ディムソーサ,無,2,変な踊り,自軍城壁拡張(小),城壁拡張,,小,敵軍師団知力値ダウン(１５％),知力値,ダウン,１５％,敵軍師団攻撃値ダウン(１０％),攻撃値,ダウン,１０％,,,,,,,,,
地獄蝶,無,3,地獄へご招待,敵軍師団一列にダメージ(小),ダメージ,一列,小,フォース減少(小),フォース,減少,小,,,,,,,,,,,,,
ワームクイーン,無,2,触手医療,自軍師団回復(微),回復,師団,微,敵軍師団知力値ダウン(１０％),知力値,ダウン,１０％,,,,,,,,,,,,,
バルバ・ストレイ,無,3,水鉄砲,敵軍単体にダメージ(中),ダメージ,単体,中,城壁破壊ダメージ(中),城壁ダメージ,,中,,,,,,,,,,,,,
変異獣ペストール,無,3,不思議な踊り,自軍城壁拡張(中),城壁拡張,,中,敵軍師団知力値ダウン(２０％),知力値,ダウン,２０％,敵軍師団攻撃値ダウン(１５％),攻撃値,ダウン,１５％,,,,,,,,,
禁獣アバドン,無,5,きゃははははーーっ,敵軍師団一列にダメージ(中),ダメージ,一列,中,フォース吸収(大),フォース,吸収,大,,,,,,,,,,,,,
異獣バグス,無,2,巻き付く,敵軍師団一列にダメージ(小),ダメージ,一列,小,城壁破壊ダメージ(微),城壁ダメージ,,微,,,,,,,,,,,,,
ガイアスキャリア,無,3,ブレインイーター,自軍師団回復(小),回復,師団,小,敵軍単体に毒化付与(１０％),毒化付与,単体,１０％,,,,,,,,,,,,,
バルバ・ドラグス,無,3,ふみつけ,敵軍単体にダメージ(大),ダメージ,単体,大,,,,,,,,,,,,,,,,,
変異獣ギグス,無,4,激しく巻き付く,敵軍師団一列にダメージ(中),ダメージ,一列,中,城壁破壊ダメージ(中),城壁ダメージ,,中,,,,,,,,,,,,,
キラービー,無,1,今日も一日頑張るビー,敵軍単体にダメージ(微),ダメージ,単体,微,敵軍単体に毒化付与(５％),毒化付与,単体,５％,,,,,,,,,,,,,
異獣プラタルス,無,3,体当たり,敵軍師団一列にダメージ(小),ダメージ,一列,小,バリア効果(小),バリア,,小,,,,,,,,,,,,,
変異獣プラトナム,無,5,全力体当たり,敵軍師団一列にダメージ(中),ダメージ,一列,中,バリア効果(大),バリア,,大,,,,,,,,,,,,,
混沌蟲アバドン,無,5,ワタシの生け贄,敵軍師団一列にダメージ(大),ダメージ,一列,大,フォース吸収(特),フォース,吸収,特,,,,,,,,,,,,,
クイーンズビー,,2,私の為に働きなさい,フォース増加(小),フォース,増加,小,敵軍師団防御値ダウン(１０％),防御値,ダウン,１０％,敵軍師団攻撃値ダウン(１０％),攻撃値,ダウン,１０％,,,,,,,,,
ガイアスミディアム,無,3,ブレインクラッシュ,敵軍単体にダメージ(中),ダメージ,単体,中,敵軍単体に毒化付与(１５％),毒化付与,単体,１５％,,,,,,,,,,,,,
ガイアスアキテクト,,5,ブレインポイズン,敵軍師団一列に毒化付与(２０％),毒化付与,一列,２０％,敵軍師団攻撃値ダウン(１５％),攻撃値,ダウン,１５％,,,,,,,,,,,,,
ファイター,無,2,カチ割り,敵軍単体にダメージ(小),ダメージ,単体,小,敵軍師団防御値ダウン(５％),防御値,ダウン,５％,,,,,,,,,,,,,
レディファイター,無,2,気合の一撃,敵軍単体にダメージ(小),ダメージ,単体,小,敵軍師団攻撃値ダウン(５％),攻撃値,ダウン,５％,,,,,,,,,,,,,
ソードマン,無,1,ダーティスラッシュ,敵軍単体にダメージ(微),ダメージ,単体,微,敵軍単体に毒化付与(５％),毒化付与,単体,５％,,,,,,,,,,,,,
レディソード,無,3,レディアタック,敵軍単体にダメージ(微),ダメージ,単体,微,敵軍単体に麻痺付与,麻痺付与,単体,,,,,,,,,,,,,,
神殿騎士,無,1,ホーリーブレード,敵軍単体にダメージ(微),ダメージ,単体,微,自軍師団知力値アップ(１０％),知力値,アップ,１０％,,,,,,,,,,,,,
侍,無,1,正々堂々斬,敵軍単体にダメージ(微),ダメージ,単体,微,敵軍師団攻撃値ダウン(５％),攻撃値,ダウン,５％,,,,,,,,,,,,,
チャリオット,無,3,ひき逃げバスター,敵軍師団一列にダメージ(小),ダメージ,一列,小,城壁破壊ダメージ(小),城壁ダメージ,,小,,,,,,,,,,,,,
パイレーツ,無,2,追い剥ぎサーベル,敵軍単体にダメージ(微),ダメージ,単体,微,敵軍師団速度値ダウン(１５％),速度値,ダウン,１５％,自軍師団速度値アップ(１５％),速度値,アップ,１５％,,,,,,,,,
神殿騎士団長,無,2,ホーリークロス,敵軍単体にダメージ(小),ダメージ,単体,小,自軍師団知力値アップ(１５％),知力値,アップ,１５％,,,,,,,,,,,,,
アマゾンブレイダー,無,2,密林戦法・斬,敵軍単体にダメージ(小),ダメージ,単体,小,敵軍師団防御値ダウン(５％),防御値,ダウン,５％,フォース減少(小),フォース,減少,小,,,,,,,,,
クロウドラグーン,無,4,レッツパーリー,敵軍師団にダメージ(小),ダメージ,師団,小,,,,,,,,,,,,,,,,,
グラディエーター,無,2,キャッチ＆スラッシュ,敵軍単体にダメージ(小),ダメージ,単体,小,敵軍師団速度値ダウン(１５％),速度値,ダウン,１５％,敵軍師団防御値ダウン(１０％),防御値,ダウン,１０％,,,,,,,,,
クルセイダー,無,4,セイント・バリア,自軍師団回復(中),回復,師団,中,バリア効果(小),バリア,,小,,,,,,,,,,,,,
レディクルセイダー,無,4,セイント・クラッシュ,敵軍単体にダメージ(中),ダメージ,単体,中,城壁破壊ダメージ(中),城壁ダメージ,,中,,,,,,,,,,,,,
アサシン,無,3,ヴェノムナイフ,敵軍師団一列にダメージ(微),ダメージ,一列,微,敵軍師団一列に毒化付与(２０％),毒化付与,一列,２０％,,,,,,,,,,,,,
レディアサシン,無,3,パライズクロー,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍単体に麻痺付与,麻痺付与,単体,,,,,,,,,,,,,,
ハルモニアナイツ,無,3,密林戦技・レパード,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団全能力値アップ(５％),全能力値,アップ,５％,,,,,,,,,,,,,
剣豪,無,4,二刀流・鬼斬,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団攻撃値アップ(１５％),攻撃値,アップ,１５％,,,,,,,,,,,,,
女剣豪,無,4,二刀流・鬼灯,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団速度値アップ(２０％),速度値,アップ,２０％,,,,,,,,,,,,,
武者,,1,いざ参る,フォース増加(小),フォース,増加,小,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,,,,,,,,,,,,,
ナイト,無,2,アサルトラッシュ,敵軍単体にダメージ(微),ダメージ,単体,微,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,自軍師団速度値アップ(１０％),速度値,アップ,１０％,,,,,,,,,
レディナイト,無,2,リーズンラッシュ,敵軍単体にダメージ(微),ダメージ,単体,微,自軍師団全能力値アップ(５％),全能力値,アップ,５％,,,,,,,,,,,,,
インペイラー,無,2,シャイニングスラスト,敵軍師団一列にダメージ(微),ダメージ,一列,微,自軍師団知力値アップ(１０％),知力値,アップ,１０％,,,,,,,,,,,,,
バウンサー,無,1,邪道槍術,敵軍単体にダメージ(微),ダメージ,単体,微,敵軍師団攻撃値ダウン(５％),攻撃値,ダウン,５％,城壁破壊ダメージ(微),城壁ダメージ,,微,,,,,,,,,
アマゾネス,無,1,密林戦法・突,敵軍単体にダメージ(微),ダメージ,単体,微,フォース増加(微),フォース,増加,微,敵軍師団攻撃値ダウン(５％),攻撃値,ダウン,５％,,,,,,,,,
ビーストライダー,無,2,人狼一体・黒雷撃,敵軍単体にダメージ(小),ダメージ,単体,小,フォース増加(小),フォース,増加,小,,,,,,,,,,,,,
クエスター,無,3,シャイニングスパイラル,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団知力値アップ(１５％),知力値,アップ,１５％,,,,,,,,,,,,,
グリフォンライダー,無,2,ゴーグリフォン,敵軍単体にダメージ(小),ダメージ,単体,小,城壁破壊ダメージ(小),城壁ダメージ,,小,,,,,,,,,,,,,
ゲイルリッター,無,3,ゲイルブレイド,敵軍師団一列にダメージ(小),ダメージ,一列,小,,,,,,,,,,,,,,,,,
黒騎士,無,2,身の程をわきまえよ,敵軍単体にダメージ(小),ダメージ,単体,小,城壁破壊ダメージ(小),城壁ダメージ,,小,敵軍単体に毒化付与(１０％),毒化付与,単体,１０％,,,,,,,,,
ウィングドラグーン,無,3,飛竜の咆吼,自軍師団回復(小),回復,師団,小,自軍師団速度値アップ(１５％),速度値,アップ,１５％,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,,,,,,,,,
ヴァイスリッター,無,4,ペガススの乙女,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団攻撃値アップ(１５％),攻撃値,アップ,１５％,自軍師団防御値アップ(１５％),防御値,アップ,１５％,,,,,,,,,
フォビドゥーン,,3,毒房の紫槍,フォース吸収(中),フォース,吸収,中,敵軍師団一列に毒化付与(１５％),毒化付与,一列,１５％,,,,,,,,,,,,,
ロードナイト,無,4,血煙防戦陣,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍城壁拡張(小),城壁拡張,,小,,,,,,,,,,,,,
レディロードナイト,,3,ロードシールド,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,自軍師団防御値アップ(２０％),防御値,アップ,２０％,,,,,,,,,
ドラゴンナイト,無,4,天空の撃墜王,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍師団攻撃値ダウン(１０％),攻撃値,ダウン,１０％,,,,,,,,,,,,,
レディドラゴンナイト,無,3,人竜一体,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,,,,,,,,,,,,,
カーディナル,無,3,おお、我らが主よ,敵軍師団一列にダメージ(微),ダメージ,一列,微,敵軍師団全能力値ダウン(１５％),全能力値,ダウン,１５％,,,,,,,,,,,,,
クロスボウマン,無,1,ラピッドアロー,敵軍単体にダメージ(微),ダメージ,単体,微,敵軍師団防御値ダウン(５％),防御値,ダウン,５％,,,,,,,,,,,,,
アーチャー,無,3,一斉斉射,敵軍師団一列にダメージ(微),ダメージ,一列,微,敵軍師団攻撃値ダウン(１０％),攻撃値,ダウン,１０％,,,,,,,,,,,,,
レディアーチャー,無,3,スピードショット,敵軍師団一列にダメージ(微),ダメージ,一列,微,敵軍師団速度値ダウン(１５％),速度値,ダウン,１５％,,,,,,,,,,,,,
シーフ,,2,お宝いただき,敵軍師団速度値ダウン(１０％),速度値,ダウン,１０％,フォース吸収(微),フォース,吸収,微,,,,,,,,,,,,,
ノーマッド,無,1,馬上弓の一撃,敵軍単体にダメージ(微),ダメージ,単体,微,自軍師団速度値アップ(１０％),速度値,アップ,１０％,,,,,,,,,,,,,
忍者,無,2,空蝉の術・壱,バリア効果(微),バリア,,微,自軍師団速度値アップ(１０％),速度値,アップ,１０％,,,,,,,,,,,,,
銃士,無,1,シルバーショット,城壁破壊ダメージ(微),城壁ダメージ,,微,自軍師団知力値アップ(１０％),知力値,アップ,１０％,,,,,,,,,,,,,
ローグ,無,3,破壊工作,城壁破壊ダメージ(小),城壁ダメージ,,小,敵軍師団防御値ダウン(１０％),防御値,ダウン,１０％,,,,,,,,,,,,,
レディローグ,,3,隠密工作,敵軍単体に麻痺付与,麻痺付与,単体,,敵軍師団全能力値ダウン(５％),全能力値,ダウン,５％,,,,,,,,,,,,,
騎兵銃士,無,2,ロングレンジショット,敵軍単体にダメージ(小),ダメージ,単体,小,フォース減少(小),フォース,減少,小,,,,,,,,,,,,,
バッカニア,,3,しくじるんじゃないよ,敵軍師団攻撃値ダウン(１０％),攻撃値,ダウン,１０％,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,フォース吸収(小),フォース,吸収,小,,,,,,,,,
エグゼクター,無,2,ハイディングブロー,敵軍単体にダメージ(小),ダメージ,単体,小,敵軍単体に毒化付与(１０％),毒化付与,単体,１０％,フォース減少(小),フォース,減少,小,,,,,,,,,
アマゾンスナイパー,無,3,密林戦法・射,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍師団一列に毒化付与(１０％),毒化付与,一列,１０％,,,,,,,,,,,,,
銃士隊長,無,2,シルバーマシンガン,城壁破壊ダメージ(小),城壁ダメージ,,小,自軍師団知力値アップ(１５％),知力値,アップ,１５％,,,,,,,,,,,,,
スナイパー,無,4,暗殺狙撃,敵軍単体にダメージ(大),ダメージ,単体,大,敵軍師団全能力値ダウン(１０％),全能力値,ダウン,１０％,,,,,,,,,,,,,
レディスナイパー,無,4,近衛排除,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍師団防御値ダウン(２０％),防御値,ダウン,２０％,,,,,,,,,,,,,
ブラストドラグーン,無,3,火球ボンバー,敵軍師団一列にダメージ(小),ダメージ,一列,小,城壁破壊ダメージ(小),城壁ダメージ,,小,,,,,,,,,,,,,
ウィザード,,2,チェインマジック,敵軍単体に麻痺付与,麻痺付与,単体,,敵軍師団全能力値ダウン(５％),全能力値,ダウン,５％,,,,,,,,,,,,,
ウィッチ,無,3,ポイズンスモッグ,敵軍師団にダメージ(微),ダメージ,師団,微,敵軍師団一列に毒化付与(５％),毒化付与,一列,５％,,,,,,,,,,,,,
ベノムトレーダー,無,3,薬品天国・毒,自軍師団回復(小),回復,師団,小,敵軍単体に毒化付与(１０％),毒化付与,単体,１０％,,,,,,,,,,,,,
シーア,,3,星読みの加護,敵軍師団全能力値ダウン(１５％),全能力値,ダウン,１５％,自軍師団全能力値アップ(１５％),全能力値,アップ,１５％,,,,,,,,,,,,,
陰陽師,無,1,式神ナックル,敵軍単体にダメージ(微),ダメージ,単体,微,城壁破壊ダメージ(微),城壁ダメージ,,微,,,,,,,,,,,,,
エレメンタラー,無,3,エレメンタルパワー,自軍師団回復(小),回復,師団,小,自軍師団知力値アップ(１５％),知力値,アップ,１５％,,,,,,,,,,,,,
アマゾンドルイド,無,3,密林戦法・魔,敵軍単体にダメージ(小),ダメージ,単体,小,敵軍単体に麻痺付与,麻痺付与,単体,,,,,,,,,,,,,,
ヴァイスマギア,無,3,癒やしの星光,自軍師団回復(小),回復,師団,小,フォース増加(中),フォース,増加,中,,,,,,,,,,,,,
武仙,無,4,剣武・札舞,敵軍単体に麻痺付与,麻痺付与,単体,,敵軍師団一列にダメージ(小),ダメージ,一列,小,,,,,,,,,,,,,
仙女,無,4,仙術・荒御魂,フォース吸収(中),フォース,吸収,中,敵軍単体にダメージ(中),ダメージ,単体,中,,,,,,,,,,,,,
セージ,無,4,叡智を授けよう,バリア効果(中),バリア,,中,自軍師団知力値アップ(２０％),知力値,アップ,２０％,,,,,,,,,,,,,
レディセージ,無,4,呪符術式展開,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団全能力値アップ(１０％),全能力値,アップ,１０％,,,,,,,,,,,,,
オリファンの笛吹き,,4,オリファンの笛,フォース増加(小),フォース,増加,小,自軍師団全能力値アップ(１０％),全能力値,アップ,１０％,敵軍師団全能力値ダウン(１０％),全能力値,ダウン,１０％,,,,,,,,,
インヴォーカー,無,5,救いの祈りよ,自軍師団蘇生(中),蘇生,師団,中,自軍師団全能力値アップ(１０％),全能力値,アップ,１０％,,,,,,,,,,,,,
フューリー,,3,古の禁術,フォース吸収(中),フォース,吸収,中,敵軍単体に麻痺付与,麻痺付与,単体,,,,,,,,,,,,,,
辺境盾兵,無,4,盾兵ド根性,バリア効果(中),バリア,,中,自軍師団防御値アップ(１５％),防御値,アップ,１５％,,,,,,,,,,,,,
バイキングガード,無,2,略奪ヒャッハー,敵軍師団防御値ダウン(１０％),防御値,ダウン,１０％,自軍師団防御値アップ(１０％),防御値,アップ,１０％,城壁破壊ダメージ(小),城壁ダメージ,,小,,,,,,,,,
ソルジャー,無,2,槍兵突撃攻撃,敵軍単体にダメージ(小),ダメージ,単体,小,自軍師団攻撃値アップ(５％),攻撃値,アップ,５％,,,,,,,,,,,,,
レディソルジャー,無,2,槍兵迎撃態勢,敵軍単体にダメージ(微),ダメージ,単体,微,自軍師団防御値アップ(１５％),防御値,アップ,１５％,,,,,,,,,,,,,
ハンマーナイト,無,3,男の防御,バリア効果(小),バリア,,小,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,,,,,,,,,,,,,
鉄騎将,無,3,アイアンウォール,自軍城壁拡張(小),城壁拡張,,小,敵軍単体にダメージ(小),ダメージ,単体,小,,,,,,,,,,,,,
聖騎士,無,3,グランドクロス,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団防御値アップ(１０％),防御値,アップ,１０％,自軍師団知力値アップ(１５％),知力値,アップ,１５％,,,,,,,,,
スケイルドラグーン,無,2,ドラゴンガード,自軍城壁拡張(小),城壁拡張,,小,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,自軍師団防御値アップ(１０％),防御値,アップ,１０％,,,,,,,,,
フォートレス,無,4,カウンターガード,バリア効果(中),バリア,,中,自軍師団攻撃値アップ(２０％),攻撃値,アップ,２０％,敵軍単体にダメージ(微),ダメージ,単体,微,,,,,,,,,
レディフォートレス,無,4,クリスタルガード,バリア効果(中),バリア,,中,自軍師団防御値アップ(２０％),防御値,アップ,２０％,敵軍単体にダメージ(微),ダメージ,単体,微,,,,,,,,,
バーバリアン,無,3,三百闘士,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,,,,,,,,,,,,,
ハルモニアガード,無,3,ハルモニアの盾,自軍城壁拡張(小),城壁拡張,,小,自軍師団防御値アップ(１０％),防御値,アップ,１０％,,,,,,,,,,,,,
黒鬼将,無,4,ブラックウォール,自軍城壁拡張(中),城壁拡張,,中,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団防御値アップ(１０％),防御値,アップ,１０％,,,,,,,,,
霊装鎧兵,無,3,エネルギーフィールド,バリア効果(小),バリア,,小,自軍城壁拡張(小),城壁拡張,,小,,,,,,,,,,,,,
女霊装鎧兵,無,3,エネルギシールド,バリア効果(小),バリア,,小,自軍城壁拡張(小),城壁拡張,,小,,,,,,,,,,,,,
金鎧将,無,5,ゴールドウォール,自軍城壁拡張(大),城壁拡張,,大,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団防御値アップ(２０％),防御値,アップ,２０％,,,,,,,,,
カーペンター,無,2,ケミカルアンカー,自軍城壁拡張(小),城壁拡張,,小,城壁破壊ダメージ(小),城壁ダメージ,,小,,,,,,,,,,,,,
山師,無,2,ダイヤモンドカッター,敵軍単体にダメージ(小),ダメージ,単体,小,城壁破壊ダメージ(小),城壁ダメージ,,小,,,,,,,,,,,,,
怪盗,,3,大泥棒参上,敵軍師団防御値ダウン(１０％),防御値,ダウン,１０％,フォース吸収(小),フォース,吸収,小,,,,,,,,,,,,,
パニッシャー,無,4,聖なる右正拳,敵軍師団にダメージ(中),ダメージ,師団,中,城壁破壊ダメージ(小),城壁ダメージ,,小,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,,,,,,,,,
レディホーク,無,3,お宝よこしな,自軍師団回復(小),回復,師団,小,敵軍師団攻撃値ダウン(１０％),攻撃値,ダウン,１０％,自軍師団攻撃値アップ(１０％),攻撃値,アップ,１０％,,,,,,,,,
ホーンドラグーン,無,2,チャージングスピア,敵軍単体にダメージ(小),ダメージ,単体,小,自軍師団速度値アップ(１０％),速度値,アップ,１０％,,,,,,,,,,,,,
ウォリアー,無,4,心が踊るぜ,敵軍師団にダメージ(微),ダメージ,師団,微,自軍師団攻撃値アップ(１５％),攻撃値,アップ,１５％,,,,,,,,,,,,,
レディウォリアー,無,4,楽しませな,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団攻撃値アップ(１５％),攻撃値,アップ,１５％,,,,,,,,,,,,,
拳聖,無,4,山砕き,敵軍単体にダメージ(中),ダメージ,単体,中,城壁破壊ダメージ(中),城壁ダメージ,,中,,,,,,,,,,,,,
